lag_multiplier_inits,lag_multiplier_lrs,update_iterss,nn_sizes,Return,Cost,Regret,Evaluation Return,Evaluation Cost,Evaluation Regret,Return Curr,Cost Curr,Regret Curr,Evaluation Return Curr,Evaluation Cost Curr,Evaluation Regret Curr
0.001,0.05,1,256,3.8285135428110757,24.24666627248128,5200.003989537557,4.0250498155505365,11.666666666666666,316.0,6.2387233376503,14.013333638509115,2216.888560295105,0.858987110010851,2.6666666666666665,153.22222222222223
0.001,0.05,10,64,4.60378102461497,40.073333740234375,4093.2125736872354,4.416866931574254,12.333333333333334,225.11111111111111,9.939727147420248,31.079999764760334,1170.8961049715679,9.293238680293168,20.11111111111111,93.66666666666667
0.001,0.05,10,256,3.625669082005819,30.586666742960613,3630.043075879415,3.167911604487131,43.44444444444444,129.44444444444446,6.658043384552002,46.326667149861656,2865.2046920458474,1.367974295922996,28.88888888888889,477.0
0.001,0.05,50,64,6.065515836079915,5.679999987284343,2057.116245587667,2.2230529605117035,6.111111111111111,131.77777777777777,6.9112467765808105,37.093331813812256,1210.7584201494853,6.670560706022889,9.11111111111111,193.11111111111111
0.001,0.05,50,256,0.746825044353803,21.799999872843426,3350.0840357144675,-5.49755904683962,16.333333333333332,51.666666666666664,5.5267157554626465,57.66000111897787,2955.586473464966,0.1416012750415193,33.22222222222222,238.88888888888889
0.001,0.1,1,64,2.201584299405416,13.53333314259847,4548.413003603618,-4.579804567861566,3.2222222222222223,49.77777777777778,10.241769472757975,25.206665992736816,949.9194653828939,11.745916733463977,6.333333333333333,129.77777777777777
0.001,0.1,1,256,0.5880837837855022,19.93333339691162,3664.9436419804892,-4.358262747472755,0.0,153.11111111111111,5.121923218170802,36.51333363850912,2817.3653553326926,-5.049980026026282,8.88888888888889,177.88888888888889
0.001,0.1,10,64,4.751221259435018,4.21999986966451,2753.5593042373657,-2.6835240534572526,1.3333333333333333,20.88888888888889,5.589738368988037,44.60000038146973,2357.8369541168213,3.709636663464096,86.11111111111111,165.0
0.001,0.1,10,256,4.728633880615234,42.74666659037272,2534.441222667694,6.374020309079437,9.666666666666666,78.66666666666667,3.6114931106567383,25.006666501363117,2830.8914041519165,3.5562168572491704,0.0,300.44444444444446
0.001,0.1,50,64,4.065895954767863,24.593332926432293,2501.3213249842324,1.2225431292387237,0.0,168.22222222222223,5.872143626213074,80.85333315531413,4680.526116847992,3.923068675404693,61.111111111111114,296.3333333333333
0.001,0.1,50,256,3.8108339309692383,41.393333435058594,4744.860344568889,4.053217472835172,23.88888888888889,266.55555555555554,2.8300670782725015,35.173333485921226,2553.908045450846,-0.7256648076071441,12.333333333333334,494.3333333333333
0.01,0.01,1,64,11.674362500508627,13.960000038146973,2718.089163939158,8.01087197544257,14.222222222222221,371.88888888888886,11.496692021687826,29.59999958674113,2140.880076567332,11.737289229142638,15.222222222222221,302.44444444444446
0.01,0.01,1,256,7.888123194376628,29.646667162577312,6241.765909194946,2.288509962744052,18.0,198.44444444444446,11.810188293457031,9.393333276112875,1111.5080540974934,12.089128353830322,10.11111111111111,176.11111111111111
0.01,0.01,10,64,10.037212371826172,21.22000026702881,3740.1007585525513,6.223759660257908,2.4444444444444446,146.0,9.891410668691,14.833333333333334,1217.1270798047383,6.750024001840757,9.11111111111111,217.55555555555554
0.01,0.01,10,256,9.152063846588135,48.97333335876465,4603.296163082123,7.147025840732435,54.77777777777778,247.77777777777777,9.340811570485434,30.553333282470703,2434.6451128323874,7.03629641550177,25.88888888888889,394.6666666666667
0.01,0.01,50,64,5.700755049784978,80.69999758402507,4510.135002930959,3.626507280263288,222.33333333333334,742.4444444444445,6.63784646987915,73.28666687011719,4408.595575809479,5.555697133256825,76.88888888888889,323.1111111111111
0.01,0.01,50,256,10.655967394510904,17.926666736602783,4704.700814088185,7.76204784928426,45.55555555555556,95.33333333333333,11.48665682474772,23.066667079925537,1064.0957140922546,10.838498041884447,15.333333333333334,148.66666666666666
0.01,0.035,1,64,10.093212127685549,46.91333262125651,6154.6112693150835,3.0620871876338165,165.33333333333334,547.4444444444445,10.795938491821289,19.186666170756023,1198.1361951828003,8.749416758271082,25.22222222222222,203.33333333333334
0.01,0.035,1,256,3.1396677494049072,15.639999866485596,4052.7235822677612,2.1662755509060485,4.0,164.88888888888889,11.402239799499512,14.813333670298258,993.3537821769714,10.795183540915737,12.666666666666666,37.666666666666664
0.01,0.035,10,64,3.2952009042104087,44.439998944600426,6624.657506783803,-2.832035226570036,0.0,240.3333333333333,5.209262212117513,47.146666844685875,3298.7287832895913,1.5108311438765645,11.555555555555555,587.4444444444445
0.01,0.035,10,256,8.167673587799072,38.41333285967509,2624.785754839579,7.912641271992432,108.11111111111111,272.6666666666667,8.689928690592447,21.946666081746418,1838.5661904017131,6.747837191781816,9.333333333333334,224.44444444444446
0.01,0.035,50,64,3.02445920308431,44.760000228881836,4782.514572938283,0.49849924141140417,0.0,424.6666666666667,6.012945334116618,61.160000483194985,1873.1336401303608,4.720287330555234,103.44444444444444,338.6666666666667
0.01,0.035,50,256,7.813575426737468,28.166667302449543,3718.828483581543,-1.316415314244043,1.8888888888888888,221.11111111111111,4.624159097671509,31.533333778381348,3498.1545610427856,2.8669186553548323,97.77777777777777,206.11111111111111
0.01,0.05,1,64,6.028023401896159,23.320000330607098,4631.536983172099,5.638107715497502,4.555555555555555,78.88888888888889,9.185865720113119,23.853332837422688,1470.8204630215962,8.221345287898334,5.444444444444445,187.44444444444446
0.01,0.05,1,256,3.389117260773977,7.653333266576131,3328.851067384084,-3.536328098435416,18.77777777777778,28.555555555555557,8.700177987416586,13.693333466847738,888.4717957178751,5.028331725815816,27.77777777777778,113.66666666666667
0.01,0.05,10,64,3.381714661916097,31.246666590372723,4324.024252096812,-1.1592070824107994,2.888888888888889,104.77777777777777,7.700267314910889,34.74000040690104,2476.1947615941367,7.747940313086916,9.222222222222221,455.6666666666667
0.01,0.05,10,256,1.4088506996631622,36.206665674845375,6487.626973152161,-5.924546608095813,21.0,148.77777777777777,6.1833884716033936,22.373332659403484,2422.785811106364,4.248032678201714,73.44444444444444,353.3333333333333
0.01,0.05,50,64,1.6482668121655781,32.86666615804037,4105.621297836304,-6.060553226363751,0.0,165.88888888888889,4.767803768316905,43.15333271026611,2097.1621788342795,3.931379714657927,27.22222222222222,170.55555555555554
0.01,0.05,50,256,1.9165463050206502,45.573333740234375,6554.89918200175,2.0139642272166896,105.0,536.1111111111111,3.279170274734497,65.92000007629395,3644.754411379496,0.8317403909335263,95.77777777777777,561.0
0.01,0.1,1,64,4.253248353799184,28.086666107177734,8519.957579453787,2.891496570110727,30.77777777777778,518.0,9.112746079762777,34.933334032694496,1609.0468479792278,7.854481504988336,108.0,199.77777777777774
0.01,0.1,1,256,2.9015605052312217,16.526666402816772,2831.072143713633,3.1371831308254547,10.222222222222221,60.333333333333336,8.594554821650187,11.006666819254557,1263.6142142613728,8.290089179104497,0.0,118.22222222222223
0.01,0.1,10,64,2.283486525217692,33.513333002726235,7090.7677755355835,1.1862977734330902,0.0,164.77777777777777,2.6941508253415427,20.513333002726238,2131.3236037890115,-8.113038028031546,0.0,212.22222222222223
0.01,0.1,10,256,6.303985436757405,25.800000111262005,2511.450256665548,4.20266387892364,3.888888888888889,34.22222222222222,6.129209836324056,25.480000972747803,1554.9117767016094,5.779463337437638,8.777777777777779,150.77777777777777
0.01,0.1,50,64,4.264280319213867,110.77999941507976,9467.913847605387,0.3932349200558068,58.0,834.1111111111112,4.338356256484985,35.79333305358887,3558.0982014338174,-0.2483402366136597,105.11111111111111,489.6666666666667
0.01,0.1,50,256,4.482579377479851,49.866666316986084,3227.366321245829,4.440518391860267,20.555555555555557,180.22222222222223,5.882603804270427,38.03333346048991,1970.5133708318074,-2.4173762936242724,6.777777777777778,163.33333333333334
0.1,0.01,1,64,10.781365076700846,25.986666997273762,3576.370990753174,9.589208774049135,8.88888888888889,372.4444444444444,11.71289094289144,9.18666664759318,745.4484667778015,5.379672809350918,88.88888888888889,125.88888888888889
0.1,0.01,1,256,10.030348300933838,22.05999978383382,3043.0151290893555,7.759117791118292,4.111111111111111,340.8888888888889,11.77745246887207,7.833333333333333,582.8588717778524,11.899638838894841,1.8888888888888888,90.22222222222223
0.1,0.01,10,64,10.936041196187338,29.633333683013916,4268.537711620331,10.478168200788494,19.333333333333332,354.55555555555554,9.04229736328125,24.5600004196167,2349.4699997901917,6.989017835353467,21.11111111111111,232.44444444444446
0.1,0.01,10,256,8.713076909383137,30.953332901000977,1827.857923189799,10.306120986382837,5.555555555555555,141.11111111111114,8.806450049082438,45.85999997456869,4008.058430035909,7.873567146003558,14.222222222222221,361.1111111111111
0.1,0.01,50,64,7.650562683741252,51.96666622161865,3324.553387324015,6.698818044085976,6.0,322.11111111111114,6.340423583984375,38.65333422025045,1464.690724849701,7.779811551073761,36.888888888888886,289.6666666666667
0.1,0.01,50,256,3.9008021354675293,89.3866678873698,7079.127986907959,4.471910277022453,99.11111111111111,538.8888888888889,11.499978065490723,22.106666564941406,1986.7037003835042,6.128478766128158,4.444444444444445,304.6666666666667
0.1,0.035,1,64,5.4084577560424805,31.37333297729492,6204.013119697571,4.62042042006893,12.11111111111111,144.55555555555554,10.412855784098307,28.6266663869222,2666.09694035848,6.152097969375619,15.333333333333334,199.22222222222223
0.1,0.035,1,256,3.6872740586598716,32.64666716257731,5298.438639958699,-3.4544564052857263,11.444444444444445,81.11111111111111,9.923075040181478,23.09999942779541,1836.6260166168213,5.228181791580937,103.88888888888889,393.6666666666667
0.1,0.035,10,64,4.525208075841268,37.11333338419596,6420.620023727417,2.445610412403956,4.222222222222222,209.11111111111111,10.564024289449057,35.239999771118164,1800.9598274230957,8.369365787589812,7.888888888888889,117.55555555555556
0.1,0.035,10,256,5.8796548048655195,28.793334007263184,5227.573753197988,5.59634262401861,166.33333333333334,336.3333333333333,7.099110285441081,38.4466667175293,3532.9903313318887,8.260284312581664,15.333333333333334,197.22222222222223
0.1,0.035,50,64,4.172762235005696,28.19333330790202,3574.3270166714988,4.758751645774144,17.555555555555557,216.11111111111111,6.745125611623128,80.18666776021321,2306.556808153788,7.6726356522854395,5.0,250.22222222222223
0.1,0.035,50,256,6.240429639816284,40.019999504089355,3882.2699422836304,4.039093682189269,41.0,176.44444444444446,7.458196053902308,16.31333303451538,1824.425300916036,0.8272759561389668,122.11111111111111,145.22222222222223
0.1,0.05,1,64,7.737600962320964,20.106666564941406,2950.684051513672,5.441929735091845,7.0,71.22222222222223,10.98221206665039,32.91333262125651,926.9471743901571,4.6762115371886415,22.333333333333332,169.55555555555554
0.1,0.05,1,256,3.614852786064148,31.786667505900066,5150.512997945149,-1.1770735041035294,72.33333333333333,357.22222222222223,6.23845558365186,27.33333381017049,2454.683536052704,-5.9154703071789205,6.0,272.77777777777777
0.1,0.05,10,64,2.2784680227438607,31.06666628519694,4513.245915730794,2.2247954358343542,85.11111111111111,333.8888888888889,11.729986826578775,10.693333307902018,560.4350374539694,9.419269326975687,6.333333333333333,292.55555555555554
0.1,0.05,10,256,7.4650092124938965,23.35999933878581,2975.241097291311,2.416570533983127,79.55555555555556,121.11111111111114,7.343027671178182,36.73999913533529,1621.223169485728,4.676221236198488,19.0,246.6666666666667
0.1,0.05,50,64,4.830345233281454,13.806666692097982,2974.642144997915,5.544521305856392,64.11111111111111,181.66666666666666,11.001433690388998,28.79333432515462,1538.821062405904,10.671818957042596,4.888888888888889,278.77777777777777
0.1,0.05,50,256,2.2889925241470337,102.7133305867513,7682.584561347961,2.677841049345923,20.444444444444443,400.8888888888889,6.40057357152303,23.89333375295003,1350.247571150462,4.027612555464316,2.7777777777777777,136.11111111111111
0.1,0.1,1,64,2.21612016359965,13.360000292460123,3951.223208745321,-5.332975392690299,25.444444444444443,100.0,9.172385056813559,15.999999999999998,1002.3234097162882,0.6577012665737558,7.333333333333333,138.0
0.1,0.1,1,256,4.616596023241679,15.420000553131104,3372.125557422638,-0.29686919705238146,0.0,252.66666666666666,2.0096314350763955,41.71999994913737,3646.681287765503,0.5947872693238089,0.0,274.6666666666667
0.1,0.1,10,64,1.483693967262904,24.946666081746418,4850.137270132701,-10.014894778908241,0.0,124.88888888888889,8.982920328776041,20.039999961853027,975.3057777086893,3.791698634221084,34.55555555555556,190.8888888888889
0.1,0.1,10,256,1.5640197979907196,30.90000009536743,4523.887169043223,-0.4129286856043283,8.0,32.44444444444445,6.116108238697052,33.47333335876465,1838.9386885960896,-2.638768340005679,43.111111111111114,82.88888888888889
0.1,0.1,50,64,1.647942801316579,22.380000114440918,5615.8149061203,0.6122659108535847,3.3333333333333335,213.11111111111114,5.619375864664714,51.88666705290476,2210.984681447347,4.322196341433536,88.44444444444444,260.3333333333333
0.1,0.1,50,256,2.1548271973927817,91.48000160853069,7010.377196311951,1.5026580090882757,3.6666666666666665,120.11111111111111,1.4626843134562175,12.786666552225748,2569.1446336110434,-3.7304523556952813,12.444444444444445,225.66666666666666
